Gigliola Vaglini,Abstract reduction in directed model checking CCS processes.,Acta Inf.,2012
Henning Fernau,Parallel communicating grammar systems with terminal transmission.,Acta Inf.,2001
Amir Pnueli,Models for Reactivity.,Acta Inf.,1993
Joffroy Beauquier,Formes de langages et de grammaires.,Acta Inf.,1982
Petr Zemek,Controlled finite automata.,Acta Inf.,2014
Andreas Maletti,Extended multi bottom-up tree transducers.,Acta Inf.,2009
Christian Ronse,A Three-Stage Construction for Multiconnection Networks.,Acta Inf.,1983
Andrew Wirth,The query complexity of estimating weighted averages.,Acta Inf.,2011
Enrico Pontelli,Data structures for order-sensitive predicates in parallel nondeterministic systems.,Acta Inf.,2000
Aris M. Ouksel,A Robust and Efficient Spatial Data Structure.,Acta Inf.,1992
Marvin C. Paull,Parsing Regular Grammars with Finite Lookahead.,Acta Inf.,1981
Alexander Meduna,Coincidental extension of scattered context languages.,Acta Inf.,2003
Martin Wirsing,On Hierarchies of Abstract Data Types.,Acta Inf.,1983
Michel Sintzoff,Formal Derivation of Strongly Correct Concurrent Programs.,Acta Inf.,1979
Angelo Monti,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,Acta Inf.,1992
Gadi Taubenfeld,Possibility and Impossibility Results in a Shared Memory Environment.,Acta Inf.,1996
Malcolm Tyrrell,Modelling higher-order dual nondeterminacy.,Acta Inf.,2008
Philip Heidelberger,Variance Reduction Techniques for the Simulation of Markov Process.,Acta Inf.,1980
Raymond R. Devillers,State space axioms for T-systems.,Acta Inf.,2015
Roacutebert Szelepcsnyi,The Method of Forced Enumeration for Nondeterministic Automata.,Acta Inf.,1988
Ricardo A. Baeza-Yates,On Efficient Entreeings.,Acta Inf.,1993
Yuri Breitbart,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,Acta Inf.,1975
Dean Jacobs,General Correctness: A Unification of Partial and Total Correctness.,Acta Inf.,1985
Vassia Pavlaki,View selection for real conjunctive queries.,Acta Inf.,2007
Charles N. Fischer,A Simple Fast and Effective LL(1) Error Repair Algorithm.,Acta Inf.,1992
Jrg-Rdiger Sack,An Algorithm for Merging Heaps.,Acta Inf.,1985
Eric C. R. Hehner,Erratum: Predicative Methodology.,Acta Inf.,1988
A. Michael Berman,Proving Relative Lower Bounds for Incremental Algorithms.,Acta Inf.,1990
Helmuth Partsch,On Hierarchies of Abstract Data Types.,Acta Inf.,1983
John B. Kam,Monotone Data Flow Analysis Frameworks.,Acta Inf.,1977
Bennett L. Fox,Reducing the Number of Multiplikations in Iterative Processes.,Acta Inf.,1973
Jan Joris Vereijken,Context-Free Graph Grammars and Concatenation of Graphs.,Acta Inf.,1997
Jean-Marie Nicolas,Logic for Improving Integrity Checking in Relational Data Bases.,Acta Inf.,1982
Antonn Kucera,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,Acta Inf.,2008
Kung-Kiu Lau,A Note on Synthesis and Classification of Sorting Algorithms.,Acta Inf.,1989
Flavio D'Alessandro,Strongly transitive automata and the Cernyacute conjecture.,Acta Inf.,2009
John E. Shore,Information Theoretic Approximations for  M/G/  1 und  G/G/  1 Queuing Systems.,Acta Inf.,1982
Alan Fekete,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,Acta Inf.,1996
Vangelis Th. Paschos,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,Acta Inf.,1998
Charles N. Fischer,Efficient LL(1) Error Correction and Recovery Using Only Insertions.,Acta Inf.,1980
Friedhelm Meyer auf der Heide,A Lower Time Bound for the Knapsack Problem on Random Access Machines.,Acta Inf.,1983
Thomas J. Marlowe,Properties of Data Flow Frameworks.,Acta Inf.,1990
B. Ratoandromanana,The Family of One-Counter Languages is Closed Under Quotient.,Acta Inf.,1985
Frank Wm. Tompa,A Practical Example of the Specification of Abstract Data Types.,Acta Inf.,1980
Juha Kortelainen,On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1 2 ...) in a Free Monoid.,Acta Inf.,1997
Wenceslas Fernandez de la Vega,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,Acta Inf.,1998
Grzegorz Rozenberg,Nonterminals Homomorphisms and Codings in Different Variations of OL-Systems.  I. Deterministic Systems.,Acta Inf.,1974
Kavindra Malik,Optimizing the Costs of Hierarchical Quorum Consensus.,Acta Inf.,1996
Fereidoon Sadri,Query optimization in information integration.,Acta Inf.,2013
Y. S. Tsai,Some properties of the disjunctive languages contained in Q.,Acta Inf.,2011
Houguang Yue,Refinement of actions for real-time concurrent systems with causal ambiguity.,Acta Inf.,2006
Danny Dub,Efficiently building a parse tree from a regular expression.,Acta Inf.,2000
Guy-Ren Perrin,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,Acta Inf.,1994
G. Marque-Pucheu,Rational Set of Trees and the Algebraic Semantics of Logic Programming.,Acta Inf.,1983
Shyr-Shen Yu,d-Words and d-Languages.,Acta Inf.,1998
Erik D. Demaine,Fast allocation and deallocation with an improved buddy system.,Acta Inf.,2005
Lawrence D. Rogers,An Algorithmic and Complexity Analysis of Interpolation Search.,Acta Inf.,1980
Bruce Russell,Correctness of the Compiling Process Based on Axiomatic Semantics.,Acta Inf.,1980
Jozef Gruska,Systolic Automata for VLSI on Balanced Trees.,Acta Inf.,1982
Christian Stahl,Trace- and failure-based semantics for responsiveness.,Acta Inf.,2014
J. V. Tucker,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Acta Inf.,1982
Frank Drewes,MAT learners for tree series: an abstract data type and two realizations.,Acta Inf.,2011
Iain A. Stewart,Logical and Schematic Characterization of Complexity Classes.,Acta Inf.,1993
Tamir Tassa,Approximation schemes for the Min-Max Starting Time Problem.,Acta Inf.,2004
Richard Conway 0003,Thrifty Execution of Task Pipelines.,Acta Inf.,1985
Martin Nehz,Stochastic cooperative distributed grammar systems and random graphs.,Acta Inf.,2003
Antonn Kucera,Comparing Expressibility of Normed BPA and Normed BPP Processes.,Acta Inf.,1999
Mogens Nielsen,Nonterminals Homomorphisms and Codings in Different Variations of OL-Systems.  I. Deterministic Systems.,Acta Inf.,1974
Kim G. Larsen,Efficient controller synthesis for a fragment of MTL0#8734.,Acta Inf.,2014
Mojmr Kretnskyacute,On decidability of LTL model checking for process rewrite systems.,Acta Inf.,2009
Michael Bertol,Nonfinite Axiomatizability of the Equational Theory of Shuffle.,Acta Inf.,1998
John P. Kearns,The Implementation of Retention in a Coroutine Environment.,Acta Inf.,1983
Alain Finkel,Fifo Nets Without Order Deadlock.,Acta Inf.,1988
Allen Reiter,A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,Acta Inf.,1975
Kevin C. Kahn,Optimal Multiprogramming.,Acta Inf.,1976
Jarkko Kari,Computational Fractal Geometry with WFA.,Acta Inf.,1997
Jess N. Ravelo,Two Graph Algorithms Derived.,Acta Inf.,1999
Akhil Kumar 0001,Optimizing the Costs of Hierarchical Quorum Consensus.,Acta Inf.,1996
Tiia J. Salo,Query optimization in information integration.,Acta Inf.,2013
Jrgen Avenhaus,Subrekursive Komplexitt bei Gruppen: II. Der Einbettungssatz von Higman fr entscheidbare Gruppen.,Acta Inf.,1978
Kohei Honda,Genericity and the pi-calculus.,Acta Inf.,2005
Leslie Lamport,The `Hoare Logic' of Concurrent Programs.,Acta Inf.,1980
Sibsankar Haldar,Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,Acta Inf.,1996
Anthony E. Krzesinski,A Multiclass Networt Model of a Demand Paging Computer System.,Acta Inf.,1978
Ian F. Akyildiz,Computational Algorithms for Networks of Queues with Rejection Blocking.,Acta Inf.,1989
Naoki Kobayashi 0001,Type-based information flow analysis for the pi-calculus.,Acta Inf.,2005
Derick Wood,On Efficient Entreeings.,Acta Inf.,1993
Maria Calzarossa,A Workload Model Representative of Static and Dynamic Characteristics.,Acta Inf.,1986
Peter R. J. Asveld,Complexity Theory and the Operational Structure of Algebraic Programming Systems.,Acta Inf.,1982
Hosam M. Mahmoud,On the Average Internal Path Length of  m  -ary Search Trees.,Acta Inf.,1986
T. C. Edwin Cheng,Single Machine Scheduling with Deadlines and Increasing Rates of Processing Times.,Acta Inf.,2000
Alex Kondratyev,Merged processes: a new condensed representation of Petri net behaviour.,Acta Inf.,2006
Johanna Hgberg,MAT learners for tree series: an abstract data type and two realizations.,Acta Inf.,2011
Thomas J. Ostrand,Parsing Regular Grammars with Finite Lookahead.,Acta Inf.,1981
Friedrich L. Bauer,Crypt-Equivalent Algebraic Specifications.,Acta Inf.,1988
Antti Valmari,On constructibility and unconstructibility of LTS operators from other LTS operators.,Acta Inf.,2015
Luc Boasson,Formes de langages et de grammaires.,Acta Inf.,1982
Matthew Hennessy,A Modal Logic for Message Passing Processes.,Acta Inf.,1995
Robert H. Sloan,Reduction Rules for Time Petri Nets.,Acta Inf.,1996
Inman P. de Guzmn,A Formal Identification between Tuples and Lists with an Application to List-Arithmetic Categories.,Acta Inf.,1995
Ram Chakka,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Acta Inf.,2011
Reinhold Franck,A Class of Linearly Parsable Graph Grammars.,Acta Inf.,1978
Ernst-Rdiger Olderog,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,Acta Inf.,1999
Robert Endre Tarjan,Lazy Structure Sharing for Query Optimization.,Acta Inf.,1995
Marc J. van Kreveld,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Acta Inf.,1990
Astrid Kiehn,Comparing Locality and Causality Based Equivalences.,Acta Inf.,1994
Maurice Nivat,Sur diverses familles de langages fermes par transductions rationelle,Acta Inf.,1973
Leonidas J. Guibas,A Principle of Independence for Binary Tree Searching.,Acta Inf.,1974
Mike Paterson,Nearly Optimal Hierarchies for Network and Formula Size.,Acta Inf.,1986
George Rahonis,On weighted first-order logics with discounting.,Acta Inf.,2014
Hosam M. Mahmoud,Random sprouts as internet models and Poacutelya processes.,Acta Inf.,2004
Walter Vogler,STG decomposition strategies in combination with unfolding.,Acta Inf.,2009
Peter Kandzia,Zur Theorie der Partiell-linearen Realisierungen endlicher Automaten,Acta Inf.,1973
Jon Louis Bentley,Quad Trees: A Data Structure for Retrieval on Composite Keys.,Acta Inf.,1974
Erol Gelenbe,Page Size in Demand-Paging Systems.,Acta Inf.,1973
Joost Engelfriet,High Level Tree Transducers and Iterated Pushdown Tree Transducers.,Acta Inf.,1988
Nicolas Halbwachs,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,Acta Inf.,1986
Juha Honkala,A characterization of rational D0L power series.,Acta Inf.,2011
Barbara Jobstmann,Multi-tilde-bar expressions and their automata.,Acta Inf.,2012
J. W. Cohen,The Multiple Phase Service Network with Generalized Processor Sharing.,Acta Inf.,1979
Erkki Mkinen,Minimally adequate teacher synthesizes statechart diagrams.,Acta Inf.,2002
Demetres D. Kouvatsos,Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,Acta Inf.,1988
Daniela Musto,Correctness of Semantic Integrity Checking in Database Management Systems.,Acta Inf.,1988
Nathan Goodman,NP-complete Problems Simplified on Tree Schemas.,Acta Inf.,1983
Lars Lundberg,Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,Acta Inf.,1999
Jrgen Dingel,Compositional Analysis of C/C++ Programs with VeriSoft.,Acta Inf.,2006
Mark H. Overmars,Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,Acta Inf.,1990
Henning Bordihn,Programmed grammars and their relation to the LBA problem.,Acta Inf.,2006
Martin Seysen,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Acta Inf.,1984
Manuel Ojeda-Aciego,A Formal Identification between Tuples and Lists with an Application to List-Arithmetic Categories.,Acta Inf.,1995
Zohar Manna,Models for Reactivity.,Acta Inf.,1993
Piero R. Torrigiani,COSY - A System Specification Language Based on Paths and Processes.,Acta Inf.,1979
Johannes Rhrich,Methods for the Automatic Construction of Error Correcting Parsers.,Acta Inf.,1980
Roberto Barbuti,Timed automata with urgent transitions.,Acta Inf.,2004
Norbert Blum,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,Acta Inf.,1984
Robert E. Shostak,On the Role of Unification in Mechanical Theorem Proving.,Acta Inf.,1977
Huei-Jan Shyr,A note on autodense related languages.,Acta Inf.,2010
Marvin C. Paull,Proving Relative Lower Bounds for Incremental Algorithms.,Acta Inf.,1990
W. K. Luk,Constructing Maximal Slicings from Geometry.,Acta Inf.,1986
Lars Lundberg,Optimal recovery schemes in fault tolerant distributed computing.,Acta Inf.,2005
Achim D. Brucker,Semantics calculi and analysis for object-oriented specifications.,Acta Inf.,2009
Giansalvatore Mecca,Querying Sequence Databases with Transducers.,Acta Inf.,2000
Serge Haddad,Recursive Petri nets.,Acta Inf.,2007
Donald Sannella,Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,Acta Inf.,1988
C. Pandu Rangan,A Linear Space Algorithm for the LCS Problem.,Acta Inf.,1987
Vincent D. Blondel,Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,Acta Inf.,1998
Ingo Wegener,Nearly Optimal Hierarchies for Network and Formula Size.,Acta Inf.,1986
Eric C. R. Hehner,do Considered od: A Contribution to the Programming Calculus.,Acta Inf.,1979
Rudolf Bayer,Concurrency of Operations on  B-Trees.,Acta Inf.,1977
Denis Poitrenaud,Recursive Petri nets.,Acta Inf.,2007
Ola Petersson,A Tree-Based Mergesort.,Acta Inf.,1998
Rada Chirkova,View selection for real conjunctive queries.,Acta Inf.,2007
Shyamal K. Chowdhury,Worst Case Performance of Weighted Buddy Systems.,Acta Inf.,1987
Luca Tesei,Timed automata with urgent transitions.,Acta Inf.,2004
Hitoshi Ohsaki,Type Introduction for Equational Rewriting.,Acta Inf.,2000
Ulrich Mncke,Attribute (Re)evaluation in OPTRAN.,Acta Inf.,1988
Ricardo A. Baeza-Yates,Modeling Splits in File Structures.,Acta Inf.,1989
Marco Roccetti,Performance Preorder and Competitive Equivalence.,Acta Inf.,1997
Zheng-Zhu Li,Some properties of the disjunctive languages contained in Q.,Acta Inf.,2011
Ferucio Laurentiu Tiplea,Synchronized extension systems.,Acta Inf.,2001
Paul H. B. Gardiner,Data Refinement by Calculation.,Acta Inf.,1990
Juhani Karhumki,Synchronizable Deterministic Pushdown Automata and the Decidability of their Equivalence.,Acta Inf.,1986
Paul S. Amerins,On Efficient Entreeings.,Acta Inf.,1993
Barbara G. Ryder,Properties of Data Flow Frameworks.,Acta Inf.,1990
Zvi Galil,Hierarchies of Complete Problems.,Acta Inf.,1976
Haringkan Lennerstad,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,Acta Inf.,2009
Michel Latteux,Deterministic Sequential Functions.,Acta Inf.,1992
Werner Pohlmann,A Fixed Point Approach to Parallel Discrete Event Simulation.,Acta Inf.,1991
Joacutezef Winkowski,A Kernel Language for Programmed Rewriting of (Hyper)graphs.,Acta Inf.,1996
Georg Hofferek,Synthesizing robust systems.,Acta Inf.,2014
Gabriel Ciobanu,Solving a weak NP-complete problem in polynomial time by using mutual mobile membrane systems.,Acta Inf.,2011
Christian Lengauer,The Derivation of Systolic Implementations of Programs.,Acta Inf.,1987
Yehoshua Sagiv,Optimization of a Subclass of Conjunctive Queries.,Acta Inf.,1995
William P. R. Mitchell,Inductive Completion with Retracts.,Acta Inf.,1988
Mark de Berg,Maintaining Range Trees in Secondary Memory. Part I: Partitions.,Acta Inf.,1990
Juha Honkala,Decision Problems Concerning Thinness and Slenderness of Formal Languages.,Acta Inf.,1998
Reinhard Wilhelm,Attribute (Re)evaluation in OPTRAN.,Acta Inf.,1988
Philippe Clauss,Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,Acta Inf.,1994
Rudolf Bayer,Time Optimal Left to Right Construction of Position Trees.,Acta Inf.,1987
Jon Louis Bentley,Efficient Worst-Case Data Structures for Range Searching.,Acta Inf.,1980
Paul Pritchard,Another Look at the "Longest Ascending Subsequence" Problem.,Acta Inf.,1981
Symeon Bozapalidis,Equational weighted tree transformations.,Acta Inf.,2012
Jan van Leeuwen,Stratified Balanced Search Trees.,Acta Inf.,1982
Leah Epstein,Approximation schemes for the Min-Max Starting Time Problem.,Acta Inf.,2004
Rza Bashirov,Exploiting colored Petri nets to decide on permutation admissibility.,Acta Inf.,2009
Joost Engelfriet,A new natural structural congruence in the pi-calculus with replication.,Acta Inf.,2004
K. Vidyasankar,Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,Acta Inf.,1996
Jon Mauney,A Simple Fast and Effective LL(1) Error Repair Algorithm.,Acta Inf.,1992
Jacques Leroudier,Optimal Multiprogramming.,Acta Inf.,1976
Andrzej Ehrenfeucht,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.,Acta Inf.,1988
Sergei Gorlatch,Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.,Acta Inf.,2000
Peter J. Denning,Optimal Multiprogramming.,Acta Inf.,1976
Rodney W. Topor,The Correctness of the Schorr-Waite List Marking Algorithm.,Acta Inf.,1979
Joost Engelfriet,Extended multi bottom-up tree transducers.,Acta Inf.,2009
Tadeusz Czachoacuterski,Performance Evaluation of Fork and Join Synchronization Primitives.,Acta Inf.,1987
Mahadevan Ganapathi,Integrating Code Generation and Peephole Optimization.,Acta Inf.,1988
Zoltn sik,Nonfinite Axiomatizability of the Equational Theory of Shuffle.,Acta Inf.,1998
Markku Tamminen,Constructing Maximal Slicings from Geometry.,Acta Inf.,1986
Andrea Maggiolo-Schettini,Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,Acta Inf.,1992
Anthony Wirth,The query complexity of estimating weighted averages.,Acta Inf.,2011
Karel Culik II,Synchronizable Deterministic Pushdown Automata and the Decidability of their Equivalence.,Acta Inf.,1986
Yuxi Fu,Fair ambients.,Acta Inf.,2007
Wolfgang Reisig,The Synthesis Problem of Petri Nets.,Acta Inf.,1996
Peter G. Harrison,On the Expansion of Non-Linear Functions.,Acta Inf.,1991
Wlodzimierz Drabent,What is Failure? An Approach to Constructive Negation.,Acta Inf.,1995
Nicolae Santean,Representation and uniformization of algebraic transductions.,Acta Inf.,2007
Amr Elmasry,Adaptive sorting: an information theoretic perspective.,Acta Inf.,2008
Mehdi Jazayeri,The Method of Attributes for Data Flow Analysis: Part II. Demand Analysis.,Acta Inf.,1978
Philippe Darondeau,Trace Nets and Process Automata.,Acta Inf.,1995
Thomas Giammo,Validation of a Computer Performance Model of the Exponential Queuing Network Family.,Acta Inf.,1976
Fred Krger,Infinite Proof Rules for Loops.,Acta Inf.,1980
Nobuko Yoshida,Genericity and the pi-calculus.,Acta Inf.,2005
Shyr-Shen Yu,Bi-Catenation and Shuffle Product of Languages.,Acta Inf.,1998
Hans-Peter Kriegel,Optimum Multiway Search Trees.,Acta Inf.,1980
Arnaud Carayol,Linearly bounded infinite graphs.,Acta Inf.,2006
Klaus Madlener,Subrekursive Komplexitt bei Gruppen: II. Der Einbettungssatz von Higman fr entscheidbare Gruppen.,Acta Inf.,1978
Pascal Caron,Multi-tilde-bar expressions and their automata.,Acta Inf.,2012
Friedrich L. Bauer,Klaus Samelson.,Acta Inf.,1981
Xiaolei Qian,The Expressive Power of the Bounded-Iteration Construct.,Acta Inf.,1991
Arto Salomaa,On the Expressiveness of Subset-Sum Representations.,Acta Inf.,2000
Gaston H. Gonnet,An Algorithmic and Complexity Analysis of Interpolation Search.,Acta Inf.,1980
Oded Goldreich,Electing a Leader in a Ring with Link Failures.,Acta Inf.,1987
Nobuki Tokura,Flow Languages Equal Recursively Enumerable Languages.,Acta Inf.,1981
Chen-Ming Fan,d-Words and d-Languages.,Acta Inf.,1998
K. V. S. Ramarao,Complexity of Distributed Commit Protocols.,Acta Inf.,1989
Volker Claus,Die mittlere Additionsdauer eines Paralleladdierwerks,Acta Inf.,1973
Wim H. Hesselink,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.,Acta Inf.,2013
Kamilla Klonowska,Optimal recovery schemes in fault tolerant distributed computing.,Acta Inf.,2005
Peter Schorn,An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,Acta Inf.,1992
Leon Horsten,On best transitive approximations to simple graphs.,Acta Inf.,2004
John Darlington,A Synthesis of Several Sorting Algorithms.,Acta Inf.,1978
Karl Unterauer,Dynamic Weighted Binary Search Trees.,Acta Inf.,1979
George Leih,Apex Graph Grammars and Attribute Grammars.,Acta Inf.,1988
Agustn Valverde,A Formal Identification between Tuples and Lists with an Application to List-Arithmetic Categories.,Acta Inf.,1995
J. W. de Bakker,Order and Metric in the Stream Semantics of Elemental Concurrency.,Acta Inf.,1987
Lila Kari,Sticky-free and overhang-free DNA languages.,Acta Inf.,2003
Otto Nurmi,Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,Acta Inf.,1996
Elizabeth Scott,Reducing non-determinism in right nulled GLR parsers.,Acta Inf.,2004
Prakash Panangaden,The Expressive Power of Delay Operators in SCCS.,Acta Inf.,1991
Andrzej Duda,Performance Evaluation of Fork and Join Synchronization Primitives.,Acta Inf.,1987
Desh Ranjan,Data structures for order-sensitive predicates in parallel nondeterministic systems.,Acta Inf.,2000
Lszloacute Pap,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Acta Inf.,2011
Werner Kuich,The Characterization of Parallel Ultralinear Grammars by Rational Power Series.,Acta Inf.,1981
Michael Rodeh,A Logic-Based Approach to Program Flow Analysis.,Acta Inf.,1998
Thomas Ottmann,Purely Top-Down Updating Algorithms for Stratified Search Trees.,Acta Inf.,1985
Moon-Jung Chung,Complete Problems for Space Bounded Subclasses of NP.,Acta Inf.,1985
C. A. Middelburg,Synchronous cooperation for explicit multi-threading.,Acta Inf.,2007
Elena Losseva,Sticky-free and overhang-free DNA languages.,Acta Inf.,2003
Walter J. Savitch,A Note on Multihead Automata and Context-Sensitive Languages,Acta Inf.,1973
Ugo Montanari,Contextual Nets.,Acta Inf.,1995
Robert Meersman,Two-Level Meta-Controlled Substitution Grammars.,Acta Inf.,1978
Andreas Stafylopatis,Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,Acta Inf.,1998
Clement H. C. Leung,The Paging Drum Queue: A Uniform Perspective and Further Results.,Acta Inf.,1984
Roderick Bloem,Synthesizing robust systems.,Acta Inf.,2014
Nam H. Do,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,Acta Inf.,2011
Karl Meinke,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,Acta Inf.,1994
Corina Apachite,Synchronized extension systems.,Acta Inf.,2001
Ismo Hakala,On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1 2 ...) in a Free Monoid.,Acta Inf.,1997
Jianwen Su,Domain Independence and the Relational Calculus.,Acta Inf.,1994
Luc Devroye,A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,Acta Inf.,1984
Shmuel Sagiv,A Logic-Based Approach to Program Flow Analysis.,Acta Inf.,1998
Manfred Paul,Klaus Samelson.,Acta Inf.,1981
Terrence W. Pratt,Program Analysis and Optimization through Kernel-Control Decomposition.,Acta Inf.,1978
Pramod K. Varshney,Parallel Integer Sorting Using Small Operations.,Acta Inf.,1995
Dirk Janssens,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Acta Inf.,1981
Hermann A. Maurer,Efficient Worst-Case Data Structures for Range Searching.,Acta Inf.,1980
Flaviu Cristian,Robust Data Types.,Acta Inf.,1982
Marta Pietkiewicz-Koutny,Step semantics of boolean nets.,Acta Inf.,2013
Gilles Bernot,Behavioural Approaches to Algebraic Specifications: A Comparative Study.,Acta Inf.,1994
Oldrich Strazovskyacute,Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,Acta Inf.,2008
Francesca Rossi,Contextual Nets.,Acta Inf.,1995
Alistair Moffat,A Tree-Based Mergesort.,Acta Inf.,1998
M. Italiani,A Workload Model Representative of Static and Dynamic Characteristics.,Acta Inf.,1986
Lefteris M. Kirousis,Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,Acta Inf.,1995
Paolo Tiberio,Page Size in Demand-Paging Systems.,Acta Inf.,1973
Liuba Shrira,Electing a Leader in a Ring with Link Failures.,Acta Inf.,1987
Jim Woodcock,Correct hardware synthesis - An algebraic approach.,Acta Inf.,2011
Grzegorz Rozenberg,Apex Graph Grammars and Attribute Grammars.,Acta Inf.,1988
Peter E. Bulychev,Efficient controller synthesis for a fragment of MTL0#8734.,Acta Inf.,2014
Alan J. Demers,On Some Decidable Properties of Finite State Translations.,Acta Inf.,1982
Michael Evangelist,Complete Problems for Space Bounded Subclasses of NP.,Acta Inf.,1985
Antoine Meyer,Linearly bounded infinite graphs.,Acta Inf.,2006
Demetres D. Kouvatsos,A Maximum Entropy Priority Approximation for a Stable  G/G/  1 Queue.,Acta Inf.,1990
Jetty Kleijn,Step semantics of boolean nets.,Acta Inf.,2013
Andreas Malcher,Head and state hierarchies for unary multi-head finite automata.,Acta Inf.,2014
Roland Meyer,A theory of structural stationarity in the pi -Calculus.,Acta Inf.,2009
Tjalling Gelsema,Axioms for Generalized Graphs Illustrated by a Cantor-Bernstein Proposition.,Acta Inf.,1998
Manolis Gergatsoulis,View selection for real conjunctive queries.,Acta Inf.,2007
Eike Best,State space axioms for T-systems.,Acta Inf.,2015
Zohar Manna,Axiomatic Approach to Total Correctness of Programs.,Acta Inf.,1974
Vincent Vajnovszki,Gray visiting Motzkins.,Acta Inf.,2002
Venkatesan Guruswami,The query complexity of estimating weighted averages.,Acta Inf.,2011
Benedek Nagy,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.,Acta Inf.,2013
Michael Schrapp,Purely Top-Down Updating Algorithms for Stratified Search Trees.,Acta Inf.,1985
Hosam M. Mahmoud,Erratum: The size of random bucket trees via urn models.,Acta Inf.,2004
Malcolm Hole,Subtyping for session types in the pi calculus.,Acta Inf.,2005
Pankaj Jalote,Analytic Models for the Primary Site Approach to Fault-Tolerance.,Acta Inf.,1989
Giuseppe Della Penna,Synchronized regular expressions.,Acta Inf.,2003
J. Ian Munro,Fast allocation and deallocation with an improved buddy system.,Acta Inf.,2005
Andrew J. Malton,Erratum: Predicative Methodology.,Acta Inf.,1988
Foto N. Afrati,View selection for real conjunctive queries.,Acta Inf.,2007
Peter E. Lauer,COSY - A System Specification Language Based on Paths and Processes.,Acta Inf.,1979
M. Martigraven Digraveaz,Information Theoretic Approximations for the  M/G/  1 Retrial Queue.,Acta Inf.,1994
Yiwei Jiang,Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,Acta Inf.,2007
Toshiro Araki,Flow Languages Equal Recursively Enumerable Languages.,Acta Inf.,1981
Neal A. Harman,Algebraic Models of Microprocessors: Architecture and Organisation.,Acta Inf.,1996
Astrid Kiehn,Concurrent Bisimulations in Petri Nets.,Acta Inf.,1991
Andreas Maletti,MAT learners for tree series: an abstract data type and two realizations.,Acta Inf.,2011
Roland Carl Backhouse,An Alternative Implementation of an Insertion-Only Recovery Technique.,Acta Inf.,1982
Hans-Anton Rollik,Automaten in planaren Graphen.,Acta Inf.,1980
Kuo-Hsiang Chen,A note on autodense related languages.,Acta Inf.,2010
Y. Daniel Liang,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,Acta Inf.,1997
Thomas P. Murtagh,Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,Acta Inf.,1987
Matthias Olk,Attribute (Re)evaluation in OPTRAN.,Acta Inf.,1988
Simant Dube,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,Acta Inf.,1997
